,id,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend
22501,6878896098577091584,2020-10-02 05:50:08,1.6567209491,20,,72,13,4,0,44,0,93.0,7.0,237.0
22513,6879206557859515649,2020-10-03 01:54:54,561.0471882755,15,,42800,2777,91,1,289,0,264.5,89.5,912.0
22525,6878503089884777472,2020-10-01 04:25:05,2.3360717014,15,,86500,17400,3164,23,11500,18,12100.0,3074.0,289.0
22637,6878842644190055424,2020-10-02 02:22:43,1.4386943287,15,,109000,19800,1434,63,5116,148,5283.0,1262.0,6.841560163322088e+180
22652,6879678107259899137,2020-10-04 08:24:43,667.310591412,15,,2400000,368000,6642,68,39300,163,25200.0,3812.5,1350.0
22657,6878748401052208128,2020-10-01 20:17:32,1.6834258333,14,,7062,572,27,0,96,2,4462.0,604.0,1320.0
22667,6878566357202390016,2020-10-01 08:30:36,2.4741443981,14,,15900,4457,162,0,702,7,702.0,162.0,847.0
22699,6878897667506752512,2020-10-02 05:56:13,1.5620402662,12,,2700000,358900,4755,36,13500,38,3014.5,1064.5,613.0
22702,6878561543928237313,2020-10-01 08:11:54,13.0379114583,11,,12200000,1200000,20700,300,83800,241,2711.0,585.0,6.8779265496481e+180
22713,6879306613564493058,2020-10-03 08:23:08,668.3124435764,13,,785400,95000,30700,528,160400,275,22900.0,5590.0,1091.0
22770,6891849336947330309,2020-11-06 03:36:00,554.4798669792,18,Garage Room Freestyle (Reel It In),2700000,44100,96,1,1570,2,973.5,84.5,557.0
22797,6880030479731428610,2020-10-05 07:12:07,666.3202041319,15,,785400,95000,3167,95,14500,115,5954.0,1464.0,1395.0
22806,6881108640359550209,2020-10-08 04:55:57,554.9035610301,15,,1818,63,3,0,60,0,60.0,10.0,1043.0
22845,6881766113777061121,2020-10-09 23:27:16,171.315946713,15,Lovesick Girls,812200,61400,3609,3,24600,65,20500.0,1920.0,213.0
22908,6931177861558570246,2021-02-20 03:10:19,462.7364498958,12,,10100000,274000,1308,15,22200,22,329400.0,31800.0,28.0
22939,6906368295994133762,2020-12-15 06:36:19,149.0089672569,15,Deep End,7191,579,40,0,325,2,3153.0,916.0,1340.0
22947,6893197109516897541,2020-11-09 18:46:08,140.5111781944,26,Savage Love (Laxed - Siren Beat) (BTS Remix),4300000,197600,2642,16,23800,30,72300.0,20400.0,1538.0
22972,6888905523710774529,2020-10-29 05:11:50,152.0766643056,26,Pretty Savage,4000000,390800,2773,2,25400,26,29400.0,3762.0,1310.0
23007,6884088034988412162,2020-10-16 05:37:32,166.0280356019,21,,109900,9278,152,0,403,9,403.0,151.0,1586.0
23026,6917314171516243205,2021-01-13 18:32:06,458.431511169,15,,1500000,418200,41300,1184,667300,0,106500.0,9017.0,1219.0
23052,6881311670765931520,2020-10-08 18:04:33,1.5974802894,15,,0,48000000,764900,1838,3100000,5914,4464.0,433.0,2.0
23280,6898700844988992769,2020-11-24 14:42:40,168.047026088,13,,1200000,204500,45200,55,327200,838,2850000.0,368100.0,51.0
23311,6896502652981611778,2020-11-18 16:32:34,570.1507589699,15,,1800000,120200,3214,66,45700,34,12239.5,1026.0,818.0
23334,6959255920727559429,2021-05-06 19:07:18,380.4163167824,18,Ride It,25900000,2800000,84400,5420,694900,2023,15400.0,941.0,252.01
23348,6884704504483237126,2020-10-17 21:30:24,653.7482438194,26,Make A Wish (Birthday Song),16700000,914800,18900,165,146100,63,64550.0,7609.0,508.0
23442,6905729117807824130,2020-12-13 13:15:57,206.8056581829,15,All I Want for Christmas Is You,3100000,118700,1023,18,12200,32,7846.5,684.5,1770.0
23493,6891283073502104834,2020-11-04 14:57:55,555.7069369792,10,Say I Yi Yi,124100,1125,47,0,1938,1,9016.0,735.0,799.0
23519,6898613276318452993,2020-11-24 09:02:52,168.2829983102,15,gebe auf.,1200000,204500,145600,293,1100000,688,161600.0,19700.0,307.0
23623,6915376638762994945,2021-01-08 13:13:16,462.251962963,15,,175600,46900,84,0,825,0,445.0,75.5,25.0
23738,6909086441914060034,2020-12-22 14:24:05,215.7355915046,20,딩가딩가 (Dingga),236700,15100,1357,6,6964,13,6015.5,693.0,90.0
23745,6910645056705809669,2020-12-26 19:12:32,518.1593827778,27,Billie Jean,41000,9060,168,1,623,15,2855.0,793.0,1467.01
23775,6896188710895799553,2020-11-17 20:14:19,228.6516553125,10,Fuck It Up,9000000,619900,88900,282,824700,453,7165.0,902.0,244.0
23808,6897429655717039361,2020-11-21 04:29:49,511.0665490856,18,,386,28,4,0,26,0,35.5,4.0,751.0
23815,6889573705882553606,2020-10-31 00:25:13,577.1426025,15,,3900000,29800,298,1,2396,5,6994.0,630.0,698.0
23837,6895835133060877569,2020-11-16 21:22:15,578.6798131944,15,,340400,20800,509,2,4999,9,1156.0,66.0,396.0
23852,6886927397938023685,2020-10-23 21:16:20,595.8692287731,6,Blow Your Mind (Mwahchallenge),2000000,99700,3060,18,29400,46,47400.0,3325.0,0.01
23863,6887835590692195586,2020-10-26 07:59:56,645.4492022106,17,FENDI,39900000,1600000,77600,245,670500,577,464200.0,44400.0,992.0
23933,6893760111890730242,2020-11-11 07:10:07,182.9816516782,53,I CAN'T STOP ME,168200,5369,3754,19,28700,134,20600.0,3358.0,293.0
24084,6890780061083979009,2020-11-03 06:26:00,585.3427497685,54,5시 53분의 하늘에서 발견한 너와 나,97300,2707,834,25,8655,33,2843.0,517.0,6.887742674602822e+180
24153,6930569920212258053,2021-02-18 11:51:19,449.6156518519,15,,693100,105500,389,1,4593,51,2094.0,171.0,245.0
24266,6893197516917984517,2020-11-09 18:47:41,234.6666688426,15,Adderall (Corvette Corvette),2100000,69300,210,0,969,7,1470.0,158.0,346.0
24501,6904578295501786369,2020-12-10 10:50:10,210.0140357407,10,Shower,488,1011,6,0,17,0,2092.5,230.5,349.0
24533,6897416157704359169,2020-11-21 03:37:27,567.5902240394,12,Oh No,174900,11000,61,0,2373,5,7071.0,268.0,534.0
24571,6899933205026114821,2020-11-27 22:25:25,166.3540093866,14,,51200,3528,82,4,488,11,1958.0,82.0,323.01
24577,6902103363773533441,2020-12-03 18:46:11,160.7790079745,12,,880,139,124,2,2679,5,6035.0,497.5,368.01
24586,6939215464325270786,2021-03-13 19:00:07,103.8229476852,43,Boy With Luv,8306,882,81,0,500,14,4514.0,508.0,1338.02
24597,6892596958020553985,2020-11-08 03:56:28,143.098220787,20,,806500,67400,154,4,8328,5,7276.0,378.0,930.0
24610,6895971138170555649,2020-11-17 06:10:01,175.3994699653,14,,7000000,403900,3232,31,73100,35,11900.0,1071.0,689.0
24619,6897911603916754177,2020-11-22 11:40:00,173.9979718287,23,Got That Boom,1900000,43000,598,0,4248,30,2834.0,441.0,6.891257852669741e+180
24647,6918043215950105858,2021-01-15 17:40:57,514.4182419329,13,On My Mind (Video Audio),712700,86700,294,15,4175,0,934.0,140.0,449.0
24655,6895761555317607682,2020-11-16 16:36:43,134.9681234375,31,AYA,45800,4169,89,0,988,1,4110.5,532.0,1504.0
24671,6903764493772295430,2020-12-08 06:13:29,530.5098483449,15,Teach Me How To Dougie,440700,48600,221,2,1791,3,5894.0,378.0,299.01
24709,6897893330911366401,2020-11-22 10:29:06,174.0221331944,46,MAGO,502800,5163,1189,19,13000,24,19150.0,1222.5,1244.0
24796,6903135449238260993,2020-12-06 13:31:11,595.7688968519,30,It's Tricky,2100000,53100,708,4,15500,8,13100.0,1271.5,29.0
24854,6911025029169827073,2020-12-27 19:46:49,183.7928449653,13,,5972,951,27,0,243,0,688.0,135.5,351.0
24934,6946923197656747269,2021-04-03 13:30:04,420.5687846644,11,,3737,580,7,0,226,0,3096.0,247.0,271.01
24954,6896255689908325637,2020-11-18 00:34:41,537.5743137616,17,,190200,2697,6,0,54,0,18900.0,2141.0,783.0
24974,6909357328991128833,2020-12-23 07:55:17,197.2023829398,10,,12400,1062,10,0,52,0,18400.0,981.0,11.0
25004,6972228003426225414,2021-06-10 18:05:36,345.588502581,15,,793600,97100,720,23,15800,20,21800.0,2274.0,268.0
25033,6915818953684110598,2021-01-09 17:49:52,489.5349691782,15,Love Not War (The Tampa Beat),69300,18300,202,0,3683,4,1692.5,180.5,717.0
25044,6896637720421010693,2020-11-19 01:17:11,569.6079821296,15,,1100000,55100,291,3,2584,4,2584.0,187.0,1111.0
25122,6903270465356303617,2020-12-06 22:15:09,159.5061741088,29,Black Mamba,1000000,68800,6203,153,25900,85,38800.0,4826.0,1299.0
25177,6913859167392582914,2021-01-04 11:04:46,509.4684807755,20,,3500000,107400,4719,11,38300,56,3708.0,411.0,1466.0
25214,6918026524562050309,2021-01-15 16:36:24,476.261230081,10,,44000,6837,48,0,376,1,6872.0,1110.0,134.0
25226,6912666516253084933,2021-01-01 05:56:48,512.6210197917,13,Pump Up The Jam,10100000,274000,1140,4,15300,15,15300.0,1066.5,1036.0
25236,6907273513598471429,2020-12-17 17:09:20,486.9032466898,21,I Need U,16000000,1200000,8575,84,58500,217,21900.0,6195.0,895.01
25266,6903014599767936258,2020-12-06 05:42:15,214.2270721644,20,,25000,3309,19,0,226,0,659.5,152.0,155.0
25315,6904089897993391365,2020-12-09 03:15:31,531.2250173958,27,Body,65700,8396,194,5,1975,1,25150.0,2150.5,503.0
25376,6915398998618688769,2021-01-08 14:40:02,123.0429136921,11,,36400000,4100000,2300000,65100,27700000,29200,1267.0,85.0,30.0
25439,6916953088041569537,2021-01-12 19:10:43,460.9986005208,29,Shake Ya Boom Boom,18300000,929700,8310,36,69900,79,1194.0,144.0,957.0
25464,6968599013801200897,2021-05-31 23:23:23,318.878641412,48,Gee,45200,1137,234,6,2653,28,6148.0,470.0,1285.0
25484,6902975544057482501,2020-12-06 03:11:09,534.2280824306,10,,65700,8396,226,1,3569,4,2629.0,262.0,767.0
25516,6907683854853737734,2020-12-18 19:41:37,511.4533871759,15,,22700,1465,51,2,363,2,469.0,73.0,1025.0
25547,6903582562552122629,2020-12-07 18:26:54,158.6848740509,15,,26900000,2500000,805100,16000,8500000,6548,39650.0,1916.5,22.0
25573,6924582503252561153,2021-02-02 08:36:44,472.6997451968,16,90's Love,2200000,104400,761,4,5486,24,55000.0,9161.0,6.898656913374841e+180
25577,6904302384198044934,2020-12-09 16:59:57,549.2168829514,8,,5700000,322300,238,1,4214,5,6297.5,533.5,358.0
25640,6913148749103582470,2021-01-02 13:08:34,497.559934213,15,Mtg - Vem sentando vem,2400000,471500,128600,4639,1200000,823,1234.0,131.5,917.0
25660,6907943388797013250,2020-12-19 12:28:27,146.9148028241,30,음 Mmmh,2500000,170300,50500,636,352300,1750,36850.0,6078.0,993.0
25704,6901625299255971074,2020-12-02 11:51:02,209.1280912847,18,Given-Taken,15000,337,442,14,11300,6,11300.0,1783.0,6.900793935891794e+180
25746,6902997377834061061,2020-12-06 04:35:58,555.1223565278,15,,2100000,37900,74,0,635,7,12500.0,1233.0,195.0
25804,6911604577494125830,2020-12-29 09:16:37,135.880576088,14,,2800000,86900,87,1,1838,3,1185.0,83.0,544.0
25912,6911427368494189830,2020-12-28 21:48:17,472.5977171412,21,GIRL LIKE ME,578600,135700,72200,115,491700,371,348350.0,50950.0,40.0
26020,6913699350749121798,2021-01-04 00:44:44,131.427510162,15,,749200,90600,65000,531,670200,804,257500.0,33600.0,64.0
26073,6911843332142501125,2020-12-30 00:42:25,471.7846867708,15,,48400000,1700000,7545,31,39400,95,111600.0,12000.0,94.0
26268,6964429911826156805,2021-05-20 17:45:02,358.6087409954,22,Panorama,7100000,156100,559,29,4820,13,14700.0,926.0,1641.0
26282,6908360594504699137,2020-12-20 15:27:26,199.8242127083,14,Prrrum,4526,457,11,0,165,0,777.0,77.0,116.0
26319,6925607199083367686,2021-02-05 02:53:19,475.4322482292,15,,28400,2584,32,0,192,0,1977.0,147.0,752.0
26331,6908209214947069185,2020-12-20 05:40:01,517.6011821644,36,,79800,18300,88,0,880,12,2667.0,252.0,401.0
26385,6919159913310670086,2021-01-18 17:54:28,481.4677721875,18,,3200000,271100,769,16,6889,54,20400.0,2486.0,1191.0
26399,6909491585260473602,2020-12-23 16:36:15,183.0038285648,7,Copines,1000000,147200,541,4,6925,8,4282.0,259.0,206.0
26408,6908867636059229441,2020-12-22 00:15:05,99.251959213,27,,367400,13300,208,38,1201,23,9128.0,987.5,955.0
26465,6920491756609916162,2021-01-22 08:02:33,484.8426759144,15,,15900,3817,82,0,236,5,505.5,144.5,4.0
26587,6912763387151781122,2021-01-01 12:12:31,526.4045087963,15,,21700000,385300,5056,11,36600,50,11900.0,1544.0,58.0
26870,6941589413071817985,2021-03-20 04:32:15,392.7077326505,21,,14600,3006,18,1,56,0,233.5,51.0,455.0
26877,6927358191823015173,2021-02-09 20:07:57,472.9545902894,34,Monkeys Spinning Monkeys,23600000,459800,17500,10,56800,45,17100.0,1492.0,1179.0
26979,6925332806419647746,2021-02-04 09:08:18,53.9111349306,43,CRY FOR ME,641,34,197,4,967,6,8118.5,1864.0,1493.0
26989,6911963071015701761,2020-12-30 08:26:54,497.0013359606,24,,4300000,393200,39100,823,516000,523,6275.5,567.5,1397.0
27013,6917693048038165762,2021-01-14 19:02:08,519.7929604977,15,,1300000,315300,3978,3,55500,17,9649.5,993.0,71.0
27020,6912719382917418242,2021-01-01 09:21:46,88.8723180093,14,,18300,2248,210,0,720,1,4459.0,344.0,800.0
27038,6916662904980786437,2021-01-12 00:24:51,488.2416796759,15,,619000,23700,490,1,4730,13,4519.0,449.5,581.0
27106,6918279742948953346,2021-01-16 08:58:52,190.0261798495,12,Bad boy,3600000,182200,1823,2,10300,31,21200.0,1693.5,176.0
27156,6922190340908682501,2021-01-26 21:54:07,104.7455027546,15,,14000000,463900,825700,12800,3800000,10400,23900.0,2165.0,1485.0
27285,6946209349438049542,2021-04-01 15:19:57,401.992904213,14,Rasputin (Single Version),29800000,1800000,2500,4,56700,34,28900.0,2497.0,761.0
27291,6913213689181031685,2021-01-02 17:20:10,492.9443458102,11,,2300000,33700,432,1,3193,7,2763.5,222.0,156.0
27385,6932711557646306561,2021-02-24 06:21:38,458.7205216667,7,Beat It (Extended Version),244700,9660,222,2,931,60,4781.0,390.0,974.0
27422,6917385864553270533,2021-01-13 23:10:17,522.5004397685,15,,1200000,28100,1497,6,16600,19,12000.0,1012.0,695.0
27460,6915657648838855937,2021-01-09 07:23:45,527.1939546065,15,Do Dat (Tik Tok Resume),71900,2725,30,0,206,1,8607.5,943.0,1377.0
27608,6921866169372708101,2021-01-26 00:56:11,473.2769402431,11,YRN (tik tok),94000,24500,82,1,724,7,5964.0,680.0,450.0
27765,6921132148288212230,2021-01-24 01:27:48,165.402503831,15,Buss It,976400,133800,187,0,5208,2,9805.0,762.0,233.0
27800,6914082336065801478,2021-01-05 01:30:56,527.4256369213,15,Crazy in Love,1000000,35800,22700,533,99000,363,21050.0,1779.5,1541.03
27836,6920441578616081670,2021-01-22 04:48:14,482.3012028704,20,,243500,55500,800,18,8474,22,4362.0,520.0,1014.0
27880,6918550260512066818,2021-01-17 02:28:35,482.1737767477,34,,911200,215300,257,1,3535,18,1474.0,121.0,1173.0
27982,6943152515756117250,2021-03-24 09:37:52,124.2529495486,20,,2706,130,26,1,217,2,306.5,35.5,443.01
27996,6916729647744961793,2021-01-12 04:43:40,492.6696532407,15,,912700,215200,89,0,1962,0,5794.5,444.0,471.0
28020,6919911939346812165,2021-01-20 18:32:45,495.4521197222,23,Best Friend (feat. Doja Cat),1800000,415500,4397,381,60000,70,158650.0,29080.5,1344.0
28049,6918849295739292933,2021-01-17 21:49:08,171.4487681829,29,drivers license,351100,1581,41,0,229,7,3850.0,250.0,1206.0
28070,6925400541090598150,2021-02-04 13:31:23,145.3544816551,14,,9465,390,31,0,400,1,10900.0,767.0,150.0
28136,6922548737915112709,2021-01-27 21:04:49,160.5479488194,14,,164700,10100,89,1,707,0,1914.0,167.0,355.0
28189,6917992782774717698,2021-01-15 14:25:14,74.6615772685,15,,500100,19300,290,0,7367,9,837.5,145.5,1612.0
28256,6943423500984028421,2021-03-25 03:09:29,443.4781267708,15,Madan (Siren Jam),1500000,347500,1190,25,13500,20,786.0,71.0,1024.0
28282,6955806568315112710,2021-04-27 12:02:08,14.1585075694,15,,19600000,306800,28400,108,280400,312,3730.0,328.0,745.0
28303,6938335788576918789,2021-03-11 10:06:38,105.2743956944,15,Nesesari,1000000,147200,727,12,8218,9,4313.0,306.0,66.0
28331,6929068086024768770,2021-02-14 10:43:05,160.9594354745,15,,147,5,8,0,389,0,3028.0,144.0,966.0
28350,6935560813688245509,2021-03-03 22:38:22,464.8047790509,12,,662000,119500,409,2,3952,7,3249.0,203.0,415.0
28385,6925393021236153602,2021-02-04 13:01:57,471.5722728241,19,,392500,36000,2749,20,56500,69,5170.0,342.0,1348.0
28425,6924781887873371397,2021-02-02 21:30:34,146.6158563079,15,,3210,249,71,0,485,8,4534.5,349.0,1040.0
28509,6925056174002064641,2021-02-03 15:14:49,55.6271443981,15,,2500000,289200,336,3,4825,50,6235.5,421.0,1278.0
28517,6920830064338799873,2021-01-23 05:55:22,166.2320020949,31,BOOM,39400,406,1,0,62,0,30350.0,2897.5,6.542955494212898e+180
28530,6924789283425406214,2021-02-02 21:59:17,465.6996354745,15,,31900,1665,135,0,1888,3,2876.0,229.0,667.0
28592,6926072684845534465,2021-02-06 08:59:24,169.0314377894,20,,174,18,4,0,62,0,1806.0,150.0,738.0
28651,6944669212623392005,2021-03-28 11:43:28,492.3566431713,15,From Now On,1700000,109600,15400,91,87900,284,220100.0,23000.0,1268.0
28664,6960037359400258821,2021-05-08 21:39:41,78.7437943403,58,박수,389,42,29,3,269,2,2128.0,166.0,6.874976701990849e+181
28692,6925396063641734401,2021-02-04 13:13:45,436.2725395486,17,,1400000,178300,222,13,1613,18,110500.0,12400.0,1199.0
28809,6926877016860052738,2021-02-08 13:00:37,49.749803912,15,I’m Not Cool,88700,3329,375,1,3345,0,9595.0,1325.0,483.0
28874,6930402363639434501,2021-02-18 01:00:58,82.6164695949,18,SexyBack (feat. Timbaland),2400000,137900,623,2,12300,14,85500.0,9950.0,566.0
28885,6926638536280001794,2021-02-07 21:35:17,468.5412073148,20,,104100,13500,55,0,202,3,579.0,92.0,404.0
28949,6936880928325143814,2021-03-07 12:00:57,432.6230436806,12,,277400,15600,1388,1,9871,25,1305.0,94.0,815.0
28980,6932913617201417477,2021-02-24 19:25:51,443.576136875,15,Up Down (Do This All Day) (feat. B.o.B),2800000,127300,1573,2,20700,16,655.0,127.0,177.0
29059,6938457352454622470,2021-03-11 17:58:14,423.534633287,13,,129500,9938,333,3,2563,7,3388.5,345.0,563.0
29141,6940667974428675333,2021-03-17 16:56:35,415.6203021296,15,,14900,4128,25,0,386,0,4591.0,264.0,400.0
29152,6926183827236736257,2021-02-06 16:10:42,95.8770021296,14,,1182,324,39,0,164,4,10552.0,942.5,240.0
29194,6931674869364968706,2021-02-21 11:18:43,454.9693284838,15,,104100,13500,66,0,229,3,350.0,72.0,258.0
29223,6951587698213752066,2021-04-16 03:10:43,473.6887257407,30,MIC Drop (Steve Aoki Remix) ,986300,107900,7639,87,35100,79,49700.0,7639.0,1548.0
29330,6936871805437086977,2021-03-07 11:25:29,433.1947939468,19,,48000,8119,82,1,179,2,2305.0,204.0,127.0
29421,6933292785093070086,2021-02-25 19:57:10,442.7877986574,15,,90300,15300,29,0,425,3,7925.0,1115.0,676.0
29434,6926820058068946177,2021-02-08 09:19:35,94.1837396528,33,,40300000,3400000,1200000,14600,12700000,7724,76.0,18.0,1177.0
29457,6929532413815115009,2021-02-15 16:44:55,84.95821625,15,,67200,3566,66000,472,547800,286,2543.5,231.0,877.0
29513,6935503629579226373,2021-03-03 18:56:24,126.6732093866,15,Up,5996,610,33,0,214,0,18800.0,1562.0,666.0
29720,6934134443217079558,2021-02-28 02:23:19,76.3758263194,39,Tomboy,10600000,637600,29700,300,202500,407,40650.0,5891.5,1521.0
29786,6937439172995091718,2021-03-09 00:07:12,63.6520984491,10,,13500000,1300000,118900,1029,2100000,112,5106.0,394.0,933.0
29807,6929450696626408705,2021-02-15 11:27:48,142.8730387616,32,,770600,60800,341,1,4354,0,4354.0,402.0,826.0
29845,6930698477596986626,2021-02-18 20:09:54,155.7103262384,35,Heartbreak Anniversary,11500,3496,64,0,127,1,1136.0,83.5,16.0
29943,6938868723684052229,2021-03-12 20:34:34,427.5860915856,12,,12600000,646700,653,8,4460,13,1906.5,238.0,158.0
29974,6931532039497829633,2021-02-21 02:04:31,455.2822637616,12,,235400,9771,46,0,536,0,794.0,164.0,251.0
30011,6930376743849168134,2021-02-17 23:21:31,458.0723423727,9,Bad (2012 Remaster),200700,5305,47,2,517,8,2374.5,262.5,314.0
30130,6942748172733172997,2021-03-23 07:28:58,427.2757189931,31,,18100,2635,9,0,202,0,202.5,25.0,98.0
30191,6950958019844787461,2021-04-14 10:27:19,368.2917545949,15,,57900,6307,507,32,16300,5,732.0,49.0,168.0
30216,6936997473319734534,2021-03-07 19:33:09,447.2823326273,15,Mentirosa,1200000,79300,308,5,3923,2,1966.0,164.0,595.0
30247,6930969537827327234,2021-02-19 13:41:40,443.2224383218,32, 봉봉쇼콜라 (Bon Bon Chocolat),88400,719,11,0,92,0,1139.5,176.5,207.02
30329,6941088136827112710,2021-03-18 20:07:01,116.7342245949,15,,2800000,279500,94,0,1075,2,4227.0,369.0,161.0
30394,6947427600184642821,2021-04-04 22:07:23,378.628184213,15,Fiel,560900,80800,226,0,2022,6,11700.0,1033.5,584.0
