,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
17069,2020-07-24 18:49:11,707.504.739.352,15,,945700000,22600000,2500000,21300,18100000,34100,10158.0,712.0,1161.0,6853120893162507264,4,4,4,4,4,1,,,,4,5,3,4,3,1,,8,8,5,8,7,4
17110,2020-08-06 20:41:59,277.797.135.706,14,The Dice Beat Pt. 1,32500000,1100000,23900,386,237600,616,95600.0,3567.0,573.0,6857974053584571654,3,4,3,3,2,1,,,,4,5,1,2,5,1,,7,6,3,6,3,6
17113,2020-07-26 01:31:46,3.383.013.552.894,14,,2368,112,2,0,22,0,2503.0,119.0,1101.0,6853595692116561154,4,4,4,4,3,1,,,,5,4,4,5,4,1,,8,8,4,8,9,5
17125,2020-08-29 04:56:38,3.530.714,10,M to the B,13000000,617500,7200000,25100,49400000,32900,62700.0,9879.0,1577.0,6866265355363290112,4,4,4,4,3,1,,,,4,4,3,3,3,0,,8,8,4,7,6,3
17137,2020-08-25 20:21:59,456.960.541.088,13,Shake It,5700000,1300000,44500,755,313200,539,2606.0,78.0,243.0,6865019518327049216,3,4,3,3,2,1,more then 1,,,2,2,2,1,1,1,,7,6,3,4,3,2
17158,2020-08-28 01:29:18,7.045.580.274.653,10,,37100000,1300000,106300,332,890600,315,573900.0,91200.0,57.0,6865840862765567237,4,4,2,2,4,1,,,,3,4,1,2,5,1,,8,4,5,5,3,6
17186,2020-08-25 22:42:23,2.625.355.417.708,25,"DESSERT (feat. Loopy, SOYEON ((G)I-DLE))",42200,3075,28400,187,80900,162,32400.0,1458.0,953.0,6865055674729008386,3,4,4,4,3,0,,,,4,3,4,5,3,1,,7,8,3,7,9,4
17193,2020-07-25 07:32:03,2.479.792.916.204,20,What You Waiting For,353100,40900,3953,35,50600,75,5150.0,456.5,790.0,6853317468564245761,3,4,4,4,3,1,,,,4,4,3,3,3,1,,7,8,4,7,6,4
17299,2020-07-30 22:43:37,710.374.007.523,13,Love Story,276500000,11200000,502600,1110,2500000,4512,12900.0,1069.0,227.0,6855407813754211328,4,4,3,3,4,1,,,,3,3,1,2,2,1,,8,6,5,4,3,3
17380,2020-08-01 23:05:50,6.227.060.616.088,15,,21600,1448,35,0,276,5,2402.0,319.0,499.01,6856155699555093765,3,3,3,3,2,1,,,,2,2,2,2,2,1,,6,6,3,4,4,3
17391,2020-09-30 17:37:00,6.258.007.280.671,11,,110200,9314,265,1,1916,30,1651.5,232.0,1286.0,6878336087622765826,2,3,2,2,1,1,,,,2,3,2,2,2,1,,5,4,2,5,4,3
17397,2020-07-24 19:19:51,6.587.596.783.565,12,Better Now,3300000,105100,4167,10,26200,273,26200.0,4167.0,496.0,6853128799832247557,4,4,3,4,4,1,,,,3,3,2,2,3,1,,8,7,5,5,4,4
17419,2020-08-31 09:31:33,6.332.107.919.907,10,Sex Talk,43100,1771,146,0,1288,6,27800.0,3516.0,893.0,6867078354282106117,4,3,3,3,2,0,,,,3,3,2,3,3,1,,7,6,2,5,5,4
17427,2020-10-28 19:53:36,5.342.146.677.894,30,Take You Dancing,20200000,1200000,5509,17,91000,37,9269.0,354.0,768.0,6888761582315130118,4,4,3,4,4,0,,,,4,5,3,3,5,1,,8,7,4,8,6,6
17450,2020-07-25 23:31:33,766.661.767.593,10,,212000000,7300000,558000,2485,3100000,13100,1805050.0,335900.0,78.0,6853564742578031616,2,2,2,2,1,1,,,,2,3,2,2,2,1,,4,4,2,5,4,3
17537,2020-08-12 18:40:57,3.475.633.419.676,18,,68800000,2800000,15900,53,97500,72,132300.0,15900.0,117.0,6860169380844555525,3,4,4,4,3,1,,,,5,4,4,5,4,1,,7,8,4,8,9,5
17709,2020-07-27 10:41:56,683.775.286.111,16,,12000000,941100,214100,2182,861500,610,31000.0,5817.0,600.0,6854108570292767744,2,2,2,2,1,1,,,,2,2,1,1,2,1,,4,4,2,3,2,3
17718,2020-12-19 19:25:29,5.477.180.141.667,51,Classical Music,126300,20600,23,0,4176,1,967100.0,58100.0,1866.01,6908050856176782593,1,1,1,1,1,1,more then 1,,,1,1,1,1,1,1,,2,2,2,2,2,2
17738,2020-08-13 11:43:08,561.153.282.523,10,,37400,8297,15,0,52,0,1798.0,189.0,588.0,6860432771874065408,3,3,2,2,1,1,,,,2,3,1,1,2,1,,6,4,2,4,2,3
17769,2020-08-04 14:45:32,2.819.350.462.963,34,,235,41,64,0,415,20,3644.0,998.0,1723.0,6857140024195042566,1,1,1,1,1,1,,,,3,3,2,2,2,1,SLOMO,2,2,2,5,4,3
17781,2020-08-05 04:01:51,674.396.546.991,11,,46700000,1600000,42800,64,210300,1933,1048.0,41.5,384.0,6857345215720721669,3,4,2,3,2,0,,,,3,4,1,1,4,0,,7,5,2,5,2,4
17798,2020-07-31 17:32:04,6.508.376.807.986,13,Know Yourself,78100,3559,431,2,1807,18,8254.0,727.5,1108.0,6855698616879762693,3,3,2,2,2,1,,,,2,4,1,1,3,1,,6,4,3,5,2,4
17810,2020-07-31 09:21:58,6.243.578.307.755,12,,423,21,9,0,24,0,285.0,21.5,329.0,6855572314113740037,3,3,2,3,1,0,,,,3,3,2,1,3,1,,6,5,1,5,3,4
17828,2020-08-12 04:00:50,6.546.963.593.403,7,,4300000,276500,7266,23,74700,28,5873.0,589.0,8.0,6859942556449459462,2,2,2,3,2,0,,,,3,3,2,2,3,1,,4,5,2,5,4,4
17832,2020-08-07 06:11:24,623.205.368.403,13,,4421,752,54,0,540,6,540.0,30.0,132.0,6858120754089692160,2,4,2,2,1,1,,,,2,3,2,2,3,1,,6,4,2,5,4,4
17868,2020-08-05 09:51:58,6.197.064.594.097,38,,8416,716,82,0,87,0,48.5,11.5,84.0,6857435441503816961,2,3,2,2,2,1,,,,3,4,2,3,4,1,,5,4,3,6,5,5
17903,2021-01-16 17:07:25,1.187.524.375.579,31,THANXX,2438,213,508,5,2400,23,3127.0,654.0,"6,85E+195",6918405658505186561,4,4,5,5,4,1,,,,4,4,4,5,3,1,,8,10,5,8,9,4
17908,2020-08-05 03:45:35,6.554.838.658.449,15,3 Musketeers (feat. NextYoungin),124600,2496,60,0,960,4,86450.0,4047.5,967.0,6857341032581926149,4,4,4,4,4,1,,,,3,4,2,3,3,1,,8,8,5,6,5,4
17925,2020-08-10 16:06:04,3.326.698.154.977,15,,2446,475,42,1,423,0,761.0,67.0,822.0,6859387296068685062,3,4,3,3,3,1,,,,3,4,2,2,4,1,,7,6,4,6,4,5
17935,2020-08-04 17:21:42,6.577.165.464.005,15,눈누난나(NUNU NANA),197600,22300,1344,5,28100,8,2305.0,292.0,1356.0,6857180234245082370,4,4,3,4,4,1,,,,3,5,3,4,3,1,,8,7,5,8,7,4
17992,2020-10-01 18:03:20,118.925.411.458,9,For The Night,509,99,0,0,13,0,20100.0,2400.0,762.0,6878713760027004165,3,3,3,3,2,1,,,,2,3,2,1,2,1,,6,6,3,5,3,3
17996,2020-08-05 18:57:41,2.788.695.662.616,9,,32500000,1100000,5846,131,87000,120,48700.0,4340.0,521.0,6857576095512841477,3,4,2,3,2,1,,,,4,5,3,3,4,1,,7,5,3,8,6,5
18009,2020-08-06 02:44:33,6.216.998.887.616,15,,44100,4891,15,2,192,0,192.0,15.0,468.0,6857696390118771974,3,4,2,2,3,1,more then 1,,,2,2,2,1,1,1,2 ppl,7,4,4,4,3,2
18015,2020-08-07 18:57:40,2.768.695.778.356,12,,32500000,1100000,6507,71,96300,112,4565.0,381.0,816.0,6858318262296382725,3,3,2,2,1,1,,,,2,3,1,2,2,1,,6,4,2,4,3,3
18035,2020-10-07 01:27:08,18.895.637.269,15,,30800000,1300000,9364,100,53000,168,91300.0,20350.0,792.0,6880683741564390400,4,4,2,2,4,1,,,,1,1,1,1,1,1,talking not dancing !,8,4,5,2,2,2
18066,2020-09-18 04:33:50,6.832.069.942.245,14,,3100000,249600,32100,1491,262900,4824,753.0,71.0,1164.0,6873681232715091201,3,3,2,2,2,1,,,,3,3,2,2,3,1,,6,4,3,5,4,4
18082,2020-09-10 15:57:38,2.947.719.703.356,17,,999700,124700,551,2,6354,8,12200.0,960.0,1124.0,6870888763732659458,4,4,3,4,4,1,,,,4,5,4,4,4,1,,8,7,5,9,8,5
18084,2020-08-07 08:20:54,572.041.033.333,14,,2500000,371900,129500,1362,906300,432,483350.0,68574.0,1255.0,6858154134533721088,3,3,2,2,2,1,,,,1,1,1,1,1,1,not really a dance,6,4,3,2,2,2
18098,2020-08-25 18:31:41,3.069.330.802.662,15,,5900000,286700,435,0,7097,26,1320.0,61.0,1468.0,6864991097681169669,4,4,3,4,4,1,,,,4,5,3,3,4,1,,8,7,5,8,6,5
18113,2020-10-12 17:28:17,2.109.320.145.139,10,Funny Thing,5000000,172800,15500,717,192800,384,55300.0,9357.0,855.0,6882786860549164289,2,2,1,1,1,1,,,,1,1,1,1,1,1,not really a dance,4,2,2,2,2,2
18115,2020-08-08 03:11:07,564.531.476.852,15,,26100,5333,314,14,812,11,20400.0,3181.0,1379.0,6858445380175072256,1,1,1,1,1,1,more then 1,,,1,1,1,1,1,1,not a dance,2,2,2,2,2,2
18123,2020-09-09 03:44:40,297.940.544.676,15,,30800000,1300000,33100,206,144900,379,79500.0,16100.0,"6,83E+195",6870328789101005824,4,4,1,1,4,1,,,,1,1,1,1,1,0,not a dance,8,2,5,2,2,1
18147,2020-08-24 05:38:47,483.763.700.116,9,,3100000,399700,1285,19,5007,24,3131.0,926.0,472.0,6864420796727676161,2,2,2,2,2,1,,,,1,1,1,1,1,1,,4,4,3,2,2,2
18157,2020-08-23 03:08:35,3.375.299.782.986,15,,3600000,471800,6796,64,103300,64,57400.0,4849.0,292.0,6864011019061103873,4,4,3,2,4,1,,,,3,4,2,2,4,1,,8,5,5,6,4,5
18164,2020-08-16 15:07:55,6.688.314.675,11,WAP (feat. Megan Thee Stallion),1700000,210200,6603,66,53100,42,26100.0,2468.0,1613.0,6861598818572471558,4,4,4,4,3,1,,,,4,3,3,4,3,1,,8,8,4,6,7,4
18182,2020-08-20 04:27:51,513.722.328.125,10,,4000000,147400,15000,685,125300,201,2845.0,488.0,291.0,6862918182320049152,4,4,3,3,2,1,,,,2,3,2,2,4,1,,8,6,3,5,4,5
18193,2020-08-10 00:01:26,547.957.400.231,15,,5000000,644000,4172,10,18600,12,48500.0,9386.0,716.0,6859138567801719808,1,2,1,1,1,1,,,,1,1,1,1,1,1,not a dance,3,2,2,2,2,2
18197,2020-08-11 09:18:06,531.861.009.144,15,,28800000,1200000,175300,1552,1100000,1335,105550.0,15833.0,672.0,6859653222940855296,2,3,1,1,3,1,,,,2,2,1,1,2,1,,5,2,4,3,2,3
18231,2020-09-11 09:21:19,6.184.484.050.463,8,,256600,42000,375,10,4103,8,3921.5,362.0,535.0,6871157705168506113,3,3,2,2,2,1,,,,2,3,1,1,2,1,,6,4,3,4,2,3
18278,2020-08-15 04:30:04,3.212.531.337.847,12,,498900,80500,244,0,2142,0,21550.0,3900.5,845.0,6861063323044171009,3,3,2,2,1,1,,,,2,2,1,1,1,1,,6,4,2,3,2,2
18288,2020-08-12 08:09:08,522.271.148.495,15,,1800000,182300,53800,303,224300,148,224300.0,53800.0,505.0,6860006535574080512,3,3,2,2,2,1,,,,2,3,1,1,2,1,,6,4,3,4,2,3
18330,2020-08-22 19:23:35,497.941.057.523,15,WAP（feat. Megan Thee Stallion）,1400000000,14600000,632100,1863,4800000,2339,40000.0,3496.0,77.0,6863891143172623617,4,5,5,5,4,1,,,,4,4,3,4,5,1,,9,10,5,7,7,6
18470,2020-09-26 01:14:23,2.292.366.714.236,21,,27300,6441,124,0,1422,3,66100.0,6723.0,10.0,6876598520644717826,3,4,4,4,3,0,,,,4,5,3,3,5,1,,7,8,3,8,6,6
18519,2020-08-28 20:26:51,356.709.885.532,12,,39800000,1900000,562600,7826,5600000,5739,2557.5,161.0,827.0,6866134026718022656,2,2,2,2,1,1,,,,3,4,1,2,3,1,,4,4,2,5,3,4
18555,2020-08-14 00:22:02,326.477.454.456,14,,23800,940,43,0,833,0,583.0,43.0,416.0,6860628241711959297,4,4,4,4,4,0,,,,3,3,3,3,3,1,,8,8,4,6,6,4
18603,2020-08-17 22:46:48,46.577.249.213,15,The Chicken Wing Beat,7600000,378300,1400000,28400,13900000,9006,11650.0,724.5,272.0,6862088157806988288,4,4,4,4,4,1,,,,5,5,2,3,5,1,,8,8,5,7,5,6
18638,2020-08-24 03:02:14,39.583.980.625,10,,4600000,697600,945000,8123,7600000,3529,44800.0,7518.0,886.0,6864380468989660160,3,3,3,4,2,1,,,,3,3,2,2,3,1,,6,7,3,5,4,4
18657,2020-08-25 15:44:12,2.609.053.852.894,15,,1399,1592,23,0,211,1,1030.0,126.0,880.0,6864947937210797318,2,4,3,3,2,1,,,,4,4,2,2,3,1,,6,6,3,6,4,4
18690,2020-09-27 23:17:34,5.903.382.162.616,36,,207200,4573,36,0,145,0,136400.0,21000.0,1483.0,6877310581355908354,3,4,4,3,4,1,,,,3,4,2,2,4,1,,7,7,5,6,4,5
18692,2020-08-23 20:17:13,629.362.488.044,15,,51600000,2400000,12700,20,63600,349,12100.0,536.0,1366.0,6864276123602226438,4,4,4,4,4,1,more then 1,,,3,4,3,3,4,1,,8,8,5,7,6,5
18695,2020-08-15 21:23:17,6.673.256.610.995,15,,1400000,55800,3604,12,50300,63,955.5,35.5,1319.0,6861324464836168965,3,4,4,4,2,1,,,,2,3,2,2,3,1,,7,8,3,5,4,4
18710,2020-08-19 09:41:22,531.879.241.319,14,,15500000,925900,7090,215,35800,58,35800.0,7089.0,756.0,6862627898134711553,4,3,2,3,2,1,,,,2,2,1,1,1,1,,7,5,3,3,2,2
18713,2020-08-16 02:50:49,484.645.562.037,14,,153900,50000,138600,1073,692000,388,20400.0,5351.5,530.0,6861408830610344960,4,4,3,3,3,0,,,,2,3,2,2,2,1,,8,6,3,5,4,3
18721,2020-08-23 08:00:12,462.037.853.241,25,Senorita,3388,1487,44,0,64,0,70.0,44.5,1472.0,6864086172881177600,3,4,4,4,2,1,,,,2,3,2,1,2,1,,7,8,3,5,3,3
18734,2020-08-20 12:28:26,6.035.845.221.528,12,,15600,3979,4,0,65,0,59.0,5.0,259.0,6863042046907665666,3,3,2,2,1,1,,,,2,3,2,1,2,1,,6,4,2,5,3,3
18771,2020-08-18 15:23:26,6.041.775.257.523,12,Pegao / Me Miro y La Mire (TikTok Hit),20200000,1300000,23700,76,257000,142,83800.0,7356.0,492.0,6862344985610669318,2,4,2,3,2,1,,,,2,4,2,2,3,1,,6,5,3,6,4,4
18840,2020-08-18 06:29:37,7.143.963.965.278,15,,14300,2406,490,4,976,25,27150.0,6333.0,1230.0,6862207390972939521,4,4,2,2,4,1,,,,1,2,1,1,2,1,,8,4,5,3,2,3
18924,2020-09-20 15:04:01,131.252.032.407,14,,3900000,173600,81800,190,420800,307,4077.0,291.0,473.0,6874585796960062464,4,4,3,3,3,0,,,,1,2,1,1,2,1,not really a dance,8,6,3,3,2,3
18940,2020-12-12 16:50:13,5.179.463.116.435,11,,193500,26000,431,11,13500,8,13500.0,431.0,857.01,6905413248552619265,3,4,3,4,3,1,,,,4,5,3,4,4,1,,7,7,4,8,7,5
18961,2020-09-13 21:55:43,5.799.309.845.949,15,No Guidance (Remix),48600000,2200000,29200,424,109900,1111,50100.0,5282.5,555.0,6872094266341018881,3,3,3,4,2,1,,,,3,4,2,2,3,1,,6,7,3,6,4,4
18973,2020-08-21 17:35:23,499.135.147.222,8,Freak (feat. REI AMI),212000000,7300000,619700,4959,3800000,10200,16200.0,1347.0,1029.0,6863492248080763904,3,3,3,4,2,1,,,,4,3,2,2,3,1,,6,7,3,5,4,4
18999,2020-08-26 06:09:43,385.232.816.088,15,,4900000,610800,118500,1324,546000,152,965.5,202.5,502.0,6865170978503216128,2,2,2,2,2,1,,,,1,1,1,1,1,1,,4,4,3,2,2,2
19017,2020-09-06 23:39:12,265.741.234.259,24,,25200000,2000000,49200,178,267900,204,702.5,17.5,1082.01,6869523356962540544,3,4,3,3,4,1,,,,3,3,2,2,3,1,,7,6,5,5,4,4
19033,2020-08-18 00:52:38,6.674.608.555.208,22,Not Shy,121000,2615,150,13,984,11,98250.0,11950.0,649.0,6862120489616215297,5,5,4,4,4,1,,,,4,2,3,2,2,1,,10,8,5,5,5,3
19105,2020-09-03 20:16:59,2.536.250.801.273,14,Me Lo Ponga Pa Tra - Deluxe,107700,6049,920,22,3408,40,8856.5,919.0,1062.0,6868357992299908354,4,4,3,4,3,1,,,,4,4,2,3,3,1,,8,7,4,6,5,4
19132,2020-08-24 01:11:16,458.973.090.046,14,,14900000,903800,3916,155,16300,53,16300.0,3916.0,1256.0,6864351851731487744,2,3,2,2,2,1,,,,2,2,1,1,1,1,not really a dance,5,4,3,3,2,2
19152,2020-08-23 05:44:44,413.014.168.403,8,,97700,13700,3636,52,16700,80,52800.0,10321.0,386.0,6864051254683913216,1,1,1,1,1,1,,,,1,1,1,1,1,1,not really a dance,2,2,2,2,2,2
19155,2020-08-21 01:52:22,505.610.966.088,5,,240600000,8400000,1900000,24300,10100000,11300,394200.0,62700.0,1407.0,6863249216420973568,4,4,2,4,3,1,,,,2,3,1,1,3,0,not really a dance,8,6,4,4,2,3
19172,2020-09-29 18:49:23,6.062.555.788.542,8,,103900,21600,2500,46,85700,34,48850.0,2432.0,1021.0,6877983651527789826,2,2,2,2,1,1,,,,2,3,1,2,3,1,,4,4,2,4,3,4
19175,2020-09-16 02:25:56,174.783.781.713,14,,2900000,333700,84300,450,625100,203,688500.0,93300.0,1283.0,6872906100216318976,2,3,1,1,2,1,,,,1,1,1,1,1,1,notreally a dance,5,2,3,2,2,2
19177,2020-08-20 04:07:37,445.391.465.162,14,,4200000,450000,80700,1198,412200,736,106600.0,32300.0,1378.0,6862912961959316480,1,1,1,1,1,1,,,,1,2,1,1,1,1,notreally a dance,2,2,2,3,2,2
19187,2020-09-05 20:50:55,6.206.386.316.435,15,Latch,3401,115,7,0,98,1,4388.0,354.0,426.0,6869108909303483653,3,3,3,3,2,1,,,,3,4,2,3,4,1,,6,6,3,6,5,5
19283,2021-04-10 03:50:32,4.343.668.611.458,15,Rave de Favela (feat. BEAM),307600,31800,231,0,2849,13,62850.0,4800.0,1.0,6949371445382302982,4,4,3,4,3,1,,,,4,5,3,2,4,1,,8,7,4,8,5,5
19287,2020-09-01 09:38:45,5.929.929.836.806,26,,58600,3111,191,9,388,0,1200194.0,101545.5,238.0,6867451362398014721,3,2,2,2,3,1,,,,2,2,4,2,2,0,more than 1,5,4,4,6,6,2
19297,2020-09-07 10:27:22,261.485.408.218,11,,5100000,493000,16800,59,115900,184,718.0,73.5,1339.0,6869690376547077120,1,2,2,4,4,1,,,,3,3,3,2,2,1,,3,6,5,6,5,3
19304,2020-08-24 03:41:03,403.702.755.324,9,,8300000,672900,393500,3477,1900000,1209,2392.0,376.0,759.0,6864390464989039616,3,3,3,2,4,1,,,,1,2,2,1,1,1,,6,5,5,4,3,2
19316,2020-09-03 11:08:18,354.759.077.315,8,,1400000,135200,7080,90,24600,55,44450.0,12605.5,1455.0,6868216603805371392,2,2,3,4,3,1,,,,1,1,1,1,1,0,,4,7,4,2,2,1
19327,2020-08-23 09:39:05,6.620.950.661.574,25,Dynamite,121000,2615,98,12,668,11,10800.0,1230.0,662.0,6864111655920487681,2,4,3,4,3,1,,,,4,5,5,5,3,1,,6,7,4,10,10,4
19479,2020-09-10 06:50:00,6.106.994.665.625,27,,38800,17700,88,0,358,0,7209.0,1485.0,182.0,6870747626690579713,3,2,1,3,4,1,,,,1,1,1,1,3,1,more than 1,5,4,5,2,2,4
19520,2020-08-21 18:14:53,430.324.647.222,16,,77300000,2300000,3500000,190400,23200000,36000,1887.0,118.0,162.0,6863502425693654016,4,3,2,2,3,1,,,,3,4,3,3,5,0,,7,4,4,7,6,5
19526,2020-09-24 14:25:29,155.118.410.648,12,,30500000,2800000,200600,6597,2200000,1162,1593000.0,166950.0,1196.01,6876059879920962560,2,3,1,3,2,1,,,,2,3,3,3,2,1,,5,4,3,6,6,3
19553,2020-09-26 08:42:34,5.686.983.803.819,15,,69600,12000,346,22,3618,17,1904.0,346.0,597.0,6876712926133210374,2,2,3,4,3,1,either more people showing up on the vid or there's another dancer (seems so in the last sec.),,,2,2,2,2,1,0,more than 1,4,7,4,4,4,1
19580,2020-09-07 09:06:35,584.531.870.081,14,,1949,112,4,0,47,0,45.0,5.0,874.0,6869669589303741698,1,2,1,3,5,1,,,,1,1,1,1,1,0,,3,4,6,2,2,1
19587,2020-09-03 23:27:53,295.702.199.074,14,,2900000,333300,207600,3065,2200000,1091,115350.0,13227.0,812.0,6868407182887570432,2,1,2,2,4,1,,,,4,2,1,1,4,1,,3,4,5,3,2,5
19596,2020-08-28 09:17:04,364.021.004.167,11,,58100,12000,2075,15,11900,44,4807.5,777.5,1052.0,6865961428189203456,1,1,2,2,3,1,,,,1,1,1,1,1,1,more than 1,2,4,4,2,2,2
19605,2020-08-23 10:17:13,411.541.870.833,9,,880,86,33,0,92,6,6178.5,1445.0,1508.0,6864121481870314496,3,2,3,4,3,1,,,,1,2,1,1,1,1,,5,7,4,3,2,2
19615,2020-08-28 21:44:35,427.596.540.972,8,,852700000,14200000,1200000,8357,6200000,10600,9244.5,1038.0,275.0,6866151665213459456,3,2,2,3,3,1,2 people,,,4,3,2,2,3,1,,5,5,4,5,4,4
19638,2020-09-15 01:40:38,6.868.067.494.792,15,,188200000,2100000,81000,66,571800,239,208100.0,28500.0,1514.0,6872523312774270214,3,3,4,4,4,1,,,,3,2,3,2,2,1,more than 1,6,8,5,5,5,3
19653,2020-09-26 09:29:48,74.535.323.727,15,,377,117,11,6,41,6,201.0,93.0,"6,86E+195",6876726195556305920,3,1,1,2,4,1,,,,1,1,1,1,1,1,,4,3,5,2,2,2
19655,2020-08-24 01:49:56,40.465.773.206,13,,31700000,1300000,2400000,36900,15100000,18500,32300.0,2759.0,1312.0,6864361845474610176,1,4,3,4,5,1,,,,4,4,3,5,3,0,,5,7,6,7,8,3
19668,2020-08-31 12:37:16,410.660.326.042,10,,32200000,1300000,9354,120,40100,276,13300.0,3116.0,204.0,6867126084283174145,2,3,2,3,2,1,,,,2,3,2,1,2,1,,5,5,3,5,3,3
19676,2020-09-11 04:29:22,2.424.700.382.639,15,,51600000,2400000,521800,5840,4500000,1199,9588.5,1241.5,430.0,6871082473535573249,2,3,1,3,4,1,,,,3,2,4,3,2,0,,5,4,5,6,7,2
19687,2020-09-17 18:01:10,149.598.010.417,15,,74200000,3900000,32700,74,227400,407,15400.0,1597.0,900.0,6873518145278135296,3,2,3,3,5,1,,,,2,3,3,2,2,0,,5,6,6,6,5,2
19697,2020-09-06 03:17:03,2.061.255.934.722,12,,2700000,182300,184,0,1781,22,2955.5,284.0,431.0,6869208424396246274,3,2,1,2,5,1,,,,3,3,2,2,3,1,,5,3,6,5,4,4
19705,2020-09-05 20:34:23,348.084.040.972,13,Because of You,852700000,14200000,2100000,5723,11300000,14700,4052.0,791.0,570.0,6869104645021748224,4,4,3,2,3,0,,,,4,2,3,4,4,1,,8,5,3,5,7,5
19714,2020-09-16 03:14:25,176.419.921.644,13,,471300,70300,420500,16300,4700000,8104,549000.0,62800.0,719.0,6872918558511221760,1,3,1,2,5,1,,,,1,1,1,1,1,0,,4,3,6,2,2,1
19730,2020-09-03 20:42:10,2.497.954.680.324,15,,256200000,6200000,693300,2444,4000000,4344,125800.0,11300.0,963.0,6868364484486892805,4,3,4,4,3,1,,,,5,5,5,5,4,0,,7,8,4,10,10,4
19780,2020-09-01 15:09:31,310.788.769.213,15,Dance Like Nobody's Watching,978400,85200,489,18,7631,7,568.0,42.0,490.0,6867536498015603712,3,2,4,4,2,1,,,,3,4,4,4,2,0,,5,8,3,8,8,2
19828,2020-09-06 21:41:58,258.063.301.968,12,,116900000,3800000,780300,927,4600000,2056,47500.0,5913.0,485.0,6869493134389201920,2,1,1,2,3,1,,,,2,2,3,2,1,0,,3,3,4,5,5,1
19872,2020-09-06 14:34:42,6.128.741.204.051,15,"The Banjo Beat, Pt. 1",979500,29800,397,2,2969,7,25900.0,4658.0,192.0,6869383010387578118,2,3,3,3,5,1,,,,4,4,3,4,4,0,,5,6,6,7,7,4
19889,2020-10-13 12:49:00,2.117.542.987.384,8,,14300,5483,228,0,1788,1,14000.0,2482.0,464.01,6883085978467192065,2,1,2,3,4,1,,,,2,3,3,4,1,0,more than 1,3,5,5,6,7,1
19897,2020-09-01 04:14:58,254.368.091.088,14,,13600,996,24,0,59,0,59.0,24.0,105.0,6867367919102250241,3,2,2,2,2,1,,,,3,3,3,4,2,0,,5,4,3,6,7,2
19931,2020-09-13 10:30:57,1.978.550.555.093,15,Ice Cream,1200000,116900,4588,40,89600,41,247600.0,36050.0,911.0,6871917833882717441,2,3,3,3,4,1,,,,3,4,4,4,3,0,,5,6,5,8,8,3
19962,2020-09-01 23:59:50,315.422.315.394,14,Lets Link,19300000,747600,109900,1428,648900,671,108400.0,13800.0,110.0,6867673217293683712,2,2,2,3,1,1,,,,2,3,3,2,1,0,more than 1,4,5,2,6,5,1
20010,2020-09-02 22:53:25,6.183.204.695.949,26,Ice Cream (with Selena Gomez),22700,1465,290,11,2654,17,33900.0,6859.0,1184.0,6868027024192064769,2,3,4,4,3,1,,,,4,4,5,4,2,0,,5,8,4,9,9,2
20029,2020-08-29 05:27:23,454.183.935.185,25,,11500000,597800,419300,4057,5300000,1665,5335.0,263.0,1562.0,6866273330165517569,2,3,3,3,2,1,,,,3,3,4,3,2,1,,5,6,3,7,7,3
20037,2020-08-30 09:03:35,422.341.477.894,14,,3100000,399700,3001,44,11300,32,3575.0,1253.0,1570.0,6866700131840920834,1,2,2,3,2,1,,,,1,1,1,1,1,1,,3,5,3,2,2,2
20050,2020-09-22 13:48:47,175.373.271.759,8,Heart Don't Stand a Chance,30500000,2800000,342500,8964,2500000,1481,165500.0,27050.0,277.0,6875308240712780800,2,1,1,2,3,0,,,,2,3,1,1,4,0,,3,3,3,4,2,4
20068,2020-08-30 10:36:56,39.113.605.463,10,,756,149,13,0,354,0,164.0,5.0,106.0,6866724189253028864,1,2,2,1,2,1,,,,1,1,1,1,1,0,,3,3,3,2,2,1
20100,2020-09-19 02:15:27,147.292.531.481,12,,54500,12400,385,1,1338,3,118.0,38.5,407.0,6874016657421929472,3,4,2,3,4,1,,,,1,2,1,1,1,1,,7,5,5,3,2,2
20173,2020-10-16 15:20:30,5.466.434.059.259,9,,767300,55900,519,15,12300,49,3216.0,329.0,212.0,6884238274177584386,2,3,3,4,3,1,,,,2,3,3,2,2,0,more than 1,5,7,4,6,5,2
20213,2020-08-31 05:38:24,334.978.291.435,15,,9100000,744600,18300,145,83400,48,14900.0,2901.0,481.0,6867018335733763072,1,3,2,3,2,1,,,,1,2,1,1,1,1,,4,5,3,3,2,2
20222,2020-09-30 04:07:13,114.369.350.463,18,,101,17,4,0,59,0,1509.0,114.0,1169.0,6878127404854873345,2,3,2,2,3,1,,,,2,2,1,1,4,1,,5,4,4,3,2,5
20223,2020-09-01 06:54:38,424.127.176.968,11,,4700000,479900,14900,137,50900,104,1628.0,331.0,651.0,6867409071239122177,3,1,1,2,2,1,,,,1,2,1,1,1,1,,4,3,3,3,2,2
20232,2020-09-01 08:15:16,324.238.668.171,15,,4800000,545300,32400,267,108500,163,2377.0,453.0,60.0,6867429849103977472,2,3,2,2,3,1,,,,2,2,2,2,1,1,,5,4,4,4,4,2
