,date,num_days_online,video_duration,music_name,author_num_likes,author_num_followers,num_likes,num_shares,num_plays,num_comments,trend_median_num_plays,trend_median_num_likes,trend,id,novel,entertaining,learn,skill,recognise,repetition,comment,delete,not_sure,novel_1,entertaining_1,learn_1,skill_1,recognise_1,repetition_1,comment_1,creativity,complexity,memorability,creativity_1,complexity_1,memorability_1
25,2018-07-22 13:29:34,13.622.722.157.407,14,Monster,12500000,813800,287200,8283,5000000,10200,493350.0,45550.0,44.0,6581033105748921606,2,5,2,2,4,1,,,,2,5,2,2,4,1,,7,4,5,7,4,5
50,2018-08-03 13:21:34,13.520.919.315.625,15,,21200,1647,30,6,496,3,476.5,21.5,612.0,6585484066642988293,4,4,4,4,2,0,,,,4,4,4,4,2,1,,8,8,2,8,8,3
86,2018-08-11 18:32:02,10.076.594.403.935,14,,74300,9062,2590,30,48400,6,9794.0,608.0,393.0,6588532756412632325,4,3,3,3,2,1,,,,4,3,3,3,2,1,,7,6,3,6,6,3
121,2018-08-06 02:32:12,1.391.688.734.213,14,Mega Francesita (Remix),2900000,369400,2209,47,43100,35,40850.0,1538.5,889.0,6586429981285420293,2,4,1,1,4,1,,,,2,4,1,1,4,1,,6,2,5,5,2,5
197,2019-04-25 21:20:09,10.881.201.471.875,13,,66700,5780,2358,171,48200,11,41900.0,2060.0,96.0,6683944968031046917,1,2,1,1,5,1,2 people,,,1,2,1,1,5,1,2 people,3,2,6,3,2,6
205,2018-09-12 14:34:15,13.402.908.569.676,14,,326600,24900,1272,25,30400,25,30400.0,1952.0,1482.0,6600346203127287045,2,3,2,2,3,1,,,,1,1,3,2,2,1,,5,4,4,4,5,3
215,2018-09-18 03:45:41,13.079.431.473.727,13,Oh Nanana - Remix,7600000,815800,9462,121,154400,90,154400.0,7288.0,334.0,6602405579811982593,1,2,1,1,2,1,,,,2,2,2,2,2,1,,3,2,3,4,4,3
255,2018-11-29 12:46:07,8.941.256.985.764,15,,24200000,1500000,41700,202,415200,50,71300.0,4612.0,108.0,6629262983174294790,1,1,1,1,3,1,,,,2,1,1,2,3,1,minimal repetition,2,2,4,2,3,4
273,2018-11-21 03:14:09,9.025.243.504.514,14,DIL DOOBA,1700000,70900,24000,281,293800,93,5938.0,683.0,1380.0,6626146906122751237,3,3,4,4,3,1,,,,2,3,3,2,3,1,,6,8,4,6,5,4
296,2018-11-17 14:18:22,909.846.173.588,15,,360500,16800,8682,24,107100,87,200400.0,17500.0,145.0,6624833733432184070,2,3,2,3,3,1,,,,4,3,4,2,3,1,a bit unclear,5,5,4,7,6,4
326,2018-12-22 11:27:21,9.498.690.191.898,14,,145300000,7900000,33700,310,262200,308,68600.0,5497.0,45.0,6637777642403663110,3,3,4,5,4,1,,,,2,3,4,5,2,1,,6,9,5,7,9,3
335,2018-11-17 10:18:17,8.638.638.518.056,15,SOLO,3100000,430700,3987,76,93200,34,87600.0,4109.0,991.0,6624771864843521281,2,3,3,4,3,1,,,,3,3,3,4,3,1,,5,7,4,6,7,4
361,2018-12-06 13:21:41,12.692.917.667.824,14,dj sonu,678100,70800,407,2,3616,1,6872.0,534.0,1034.0,6631869745039674629,2,2,3,3,2,1,,,,1,1,2,2,2,0,,4,6,3,3,4,2
384,2018-12-26 05:08:12,12.519.171.183.449,14,"Cham Cham (From ""Baaghi"" )",42600,8831,221,3,1638,4,18900.0,1918.0,944.0,6639164277875805445,1,2,1,2,2,1,,,,3,1,2,1,1,1,minimal repetition,3,3,3,3,3,2
427,2019-03-31 09:13:53,7.760.865.809.375,14,,1400000,108300,2442,41,44200,105,12100.0,1053.0,398.0,6674480681050967301,2,2,1,1,3,1,,,,1,2,2,2,1,1,,4,2,4,4,4,2
441,2019-02-03 02:08:31,9.034.146.708.333,14,,69400,8146,137,3,1890,1,1890.0,137.0,340.0,6653590294249868550,2,2,3,2,2,1,2 people in background,,,2,2,3,2,1,1,more people in the background,4,5,3,5,5,2
452,2019-04-14 06:07:26,10.998.458.628.241,13,Oh Nanana - Remix,16400,6628,4640,15,83200,37,239800.0,15600.0,334.01,6679340511808998657,2,3,3,3,2,1,,,,2,3,2,2,1,1,,5,6,3,5,4,2
471,2019-01-31 13:18:36,834.910.891.169,13,,162200000,9500000,130700,2404,1400000,757,112100.0,14300.0,229.0,6652649719715597573,3,4,2,3,2,1,,,,1,2,2,3,3,1,,7,5,3,4,5,4
509,2019-08-31 10:41:03,9.878.245.676.042,10,,7567,829,50,0,897,2,23550.0,1623.0,152.0,6731279138319076610,3,2,5,4,3,1,,,,2,2,4,3,2,0,2 people in the last sec,5,9,4,6,7,2
544,2019-02-01 17:44:36,11.689.616.138.657,15,,38100000,1500000,1997,6,10100,13,30100.0,1997.0,352.0,6653089351628508421,1,2,2,2,2,1,,,,2,3,2,2,2,1,,3,4,3,5,4,3
559,2019-03-04 08:58:34,12.000.792.268.866,12,,27900,3241,12,0,154,1,3040.5,130.5,1248.0,6664132814608370945,3,4,2,3,4,1,,,,2,2,1,2,3,1,minimal repetition,7,5,5,3,3,4
580,2019-06-05 11:58:02,7.099.496.413.657,13,,3800000,135400,3842,1337,53200,56,5107.0,522.0,103.0,6699014603264756998,4,2,5,4,4,1,,,,1,3,3,3,4,1,,6,9,5,6,6,5
617,2019-03-17 10:35:09,11.548.590.921.181,15,,31000000,2200000,12500,77,232500,128,21700.0,1135.0,265.0,6669306432115969286,4,3,4,4,3,1,,,,3,3,4,3,2,1,,7,8,4,7,7,3
659,2019-05-09 05:44:41,7.372.393.034.491,15,,640700,43400,30500,449,341300,206,78600.0,5738.0,419.0,6688899093445479686,2,2,2,3,3,1,,,,1,2,1,1,2,1,,4,5,4,3,2,3
679,2019-06-14 02:35:52,7.723.952.705.787,14,,39500,12200,355,0,2055,5,2557.0,476.0,1328.0,6702209499375078661,3,1,2,3,3,1,,,,2,2,3,2,1,1,,4,5,4,5,5,2
690,2019-04-10 04:19:15,7.201.106.105.903,15,,856200,46300,3056,12,31200,38,91700.0,5696.5,1002.0,6678115604467027206,2,1,2,2,3,1,,,,2,3,2,2,1,1,minimal repetition,3,4,4,5,4,2
710,2019-05-07 16:41:19,11.335.958.314.468,15,,487000,20800,66,1,591,3,1496.0,164.5,124.0,6688326133613595909,2,2,3,2,2,1,,,,1,2,2,1,1,1,,4,5,3,4,3,2
719,2019-05-01 05:53:46,6.990.462.275.231,14,봉봉쇼콜라 (Bon Bon Chocolat),43000,2856,178,7,1181,1,17650.0,1145.0,207.0,6685932749729041670,4,3,4,4,4,1,,,,3,2,3,2,2,1,multiple in the last sec,7,8,5,5,5,3
725,2019-04-05 12:01:01,7.671.553.690.278,21,Kill This Love,1800000,208800,66200,1369,813100,278,66600.0,5382.0,410.0,6676028574509600001,4,2,4,3,3,1,,,,2,3,3,3,2,1,minimal repetition,6,7,4,6,6,3
764,2019-06-11 14:53:09,10.681.015.646.296,15,,3800000,88800,833,5,11100,11,11800.0,1045.0,113.01,6701286242518043910,3,3,3,4,3,1,,,,2,1,2,2,1,1,,6,7,4,3,4,2
771,2019-04-14 09:42:39,10.997.218.702.894,15,,879900,28100,97,1,1367,9,1392.0,245.0,223.0,6679683284726713605,3,2,2,2,2,1,,,,1,2,2,3,1,1,,5,4,3,4,5,2
786,2019-06-15 13:40:47,7.747.763.571.528,14,,1300000,111100,268500,12600,3400000,2553,23817.5,1664.5,45.01,6702751932303281414,3,2,3,2,1,1,,,,1,3,3,4,2,1,,5,5,2,6,7,3
803,2019-05-09 12:51:51,11.063.569.650.926,8,Cradles,88900000,3000000,170600,628,2700000,207,166800.0,9053.0,497.0,6689009171183963398,2,3,4,3,3,1,,,,4,3,4,3,3,1,minimal repetition (1),5,7,4,7,7,4
809,2019-05-04 17:35:13,7.417.508.154.745,14,Satisfaction,19000000,559700,15900,34,72800,45,72800.0,15900.0,821.0,6687226768740322565,4,2,1,1,3,1,"strange one, looks like filmed ooutside, lots of people on the backgound, not much dancing",,,3,1,1,1,1,0,more people,6,2,4,2,2,1
816,2019-05-03 09:01:05,7.430.640.991.088,29,FANCY,1200000,78100,7927,181,116700,204,17600.0,1325.0,861.0,6686412720109096193,4,4,5,4,3,1,,,,2,3,4,3,2,1,at some point more people ,8,9,4,7,7,3
852,2019-05-23 04:49:12,11.016.014.298.611,14,,2200000,125800,669,1,4132,3,57900.0,6318.0,140.0,6694079984601926918,2,2,3,3,2,1,,,,2,1,3,2,2,1,,4,6,3,4,5,3
858,2019-05-22 08:22:09,7.959.905.608.333,14,,3100000,221100,233,0,4510,0,590.0,46.0,841.0,6693763778133101830,3,2,4,3,2,1,,,,1,2,4,3,1,1,minimal repetition (1),5,7,3,6,7,2
865,2019-05-25 03:16:45,7.213.455.165.394,14,,1200000,78200,2482,16,28600,83,28600.0,2482.0,699.0,6694798333329804549,3,1,3,2,2,1,,,,2,2,3,2,1,0,,4,5,3,5,5,1
892,2019-06-19 17:59:14,6.957.230.414.236,14,The Git Up,229000000,5800000,290000,6899,1800000,1704,619500.0,76050.0,121.0,6704302877722021126,2,3,3,3,2,1,,,,1,1,2,2,1,1,minimal repetition,5,6,3,3,4,2
961,2019-06-19 10:35:08,7.670.431.789.005,12,,571500,92600,4516,12,84500,37,19600.0,1644.0,542.0,6704188433528524038,4,4,3,4,4,1,,,,3,2,4,4,2,1,,8,7,5,6,8,3
994,2019-07-06 08:13:43,6.791.048.776.273,14,,15000000,749300,8705,84,88700,93,95550.0,7458.0,228.0,6710460437697154310,2,2,2,3,4,1,,,,1,2,1,2,2,1,,4,5,5,3,3,3
1045,2019-07-17 15:39:34,6.678.032.779.398,15,,7700000,331400,2032,18,24100,48,11600.0,858.0,282.0,6714657269889371397,3,2,3,3,3,1,,,,3,2,3,2,1,1,,5,6,4,5,5,2
1066,2019-06-24 14:29:13,10.856.226.808.102,14,,1800000,127400,1405,7,26900,19,6295.0,499.0,619.0,6706104180823559430,1,1,2,1,2,1,,,,2,1,2,1,2,1,,2,3,3,3,3,3
1106,2019-07-31 20:13:05,6.536.128.631.829,13,,139200000,5100000,117500,2420,594900,1092,148900.0,18300.0,356.0,6719922932094717190,3,4,3,3,3,0,,,,2,2,2,3,1,1,minimal repetition (1),7,6,3,4,5,2
1147,2019-11-12 16:59:35,6.036.430.820.139,11,Ride It,14100000,856800,699,2,11100,5,256400.0,25900.0,252.0,6758465902150192385,3,4,2,3,2,1,,,,1,2,2,2,1,1,,7,5,3,4,4,2
1174,2019-07-25 08:11:05,10.343.680.933.565,14,O Saki Saki,23900,2042,9476,75,108200,117,1481.5,183.5,451.0,6717510361672584450,3,4,5,4,3,1,,,,3,3,4,4,3,0,,7,9,4,7,8,3
1213,2019-09-16 04:34:19,9.718.521.692.708,15,Pahari Bihu,979500,29800,362,2,4049,2,146400.0,12500.0,1262.0,6737122009429429506,3,2,3,4,2,0,,,,2,2,4,5,2,0,more people at some point (likely a filter),5,7,2,6,9,2
1260,2020-05-02 17:09:46,7.418.902.233.565,15,Dance Monkey,16100,3658,171,2,2379,4,253800.0,15900.0,923.0,6822295191580445953,3,4,3,4,4,0,,,,1,1,2,1,1,1,,7,7,4,3,3,2
1269,2019-09-04 19:20:06,5.724.819.765.162,11,"Spooky, Scary Skeletons",84800000,4000000,498400,19700,5600000,1726,8900000.0,1300000.0,1210.0,6732897259840703750,2,3,3,3,3,1,,,,1,3,2,4,3,1,,5,6,4,5,6,4
1297,2020-02-18 13:00:04,451.943.774.456,13,,272600000,10500000,12500,48,222200,94,16500.0,2061.0,632.0,6794770551136128257,2,2,2,1,2,1,,,,3,2,2,3,2,1,,4,3,3,4,5,3
1315,2019-09-18 10:24:23,650.076.553.125,12,Big Fun,1313,53,4,0,11,0,28555.5,4993.5,1037.0,6737954400603557122,1,1,1,1,2,1,,,,1,1,1,2,1,1,,2,2,3,2,3,2
1340,2019-12-22 18:05:49,2.928.924.142.014,13,,991500000,29400000,756500,4043,6200000,5080,136200.0,7053.0,56.0,6773326408174341120,2,1,1,1,1,1,"strange one, looks like some concert film",,,2,2,2,1,1,1,minimal repetition,3,2,2,4,3,2
1362,2020-01-20 02:49:54,5.535.509.025.579,14,,1500000,173200,650,4,4310,9,6260.0,650.0,282.01,6783851824446180610,1,3,2,2,2,1,,,,3,2,3,3,2,1,more people at last sec,4,4,3,5,6,3
1442,2019-10-05 03:06:21,6.333.807.429.398,9,Absolutely Anything (feat. Or3o),1313,53,4,0,8,0,637.0,93.0,769.0,6744149965225856258,1,2,3,1,2,1,,,,1,1,2,1,1,0,more people at last sec,3,4,3,3,3,1
1450,2019-09-28 00:14:00,5.954.429.738.889,15,Chicken Noodle Soup（feat. Becky G）,18700,1841,8923,98,86100,46,158000.0,19900.0,898.0,6741507952173239557,3,4,4,4,3,1,,,,3,2,4,3,2,1,,7,8,4,6,7,3
1472,2019-09-29 22:08:31,9.299.982.050.231,8,,9744,277,14,0,95,0,17200.0,390.0,771.0,6742217785918737669,3,2,2,3,4,1,,,,1,1,2,1,1,1,,5,5,5,3,3,2
1507,2020-03-31 06:09:50,4.101.914.469.213,13,,403300,43800,173,1,4586,8,2322.5,289.0,103.01,6810250416408775941,2,2,2,3,2,1,,,,1,2,3,3,4,1,,4,5,3,5,6,5
1520,2019-10-23 23:43:41,9.615.901.157.292,10,,12800000,510100,249400,6012,1500000,802,449000.0,63000.0,1305.0,6751148335748451589,3,3,3,4,3,1,,,,2,2,3,2,2,1,,6,7,4,5,5,3
1552,2019-11-30 08:53:47,8.699.337.865.162,21,,9700000,1200000,244200,23600,4100000,824,156000.0,9239.0,27.0,6765020274829053185,3,3,4,3,3,1,,,,1,3,2,3,3,1,more people in the begining,6,7,4,5,5,4
2027,2020-06-10 07:34:38,1.253.261.653.935,15,Teach Me How To Dougie,1100000,147400,86900,1195,1400000,323,83250.0,5216.5,299.0,6836619314368367874,2,1,1,2,1,1,,,,1,2,1,2,3,1,,3,3,2,3,3,4
2043,2019-12-08 02:32:26,5.972.228.637.616,15,,1500000,51000,121000,575,2400000,478,599150.0,50150.0,1022.0,6767890676953861382,,,,,,,A bit unclear because of disruptions with the graphic,1,,3,1,,,,,unclear,0,0,0,1,0,0
2094,2019-10-27 07:06:32,5.199.913.978.125,13,,1800000,31700,775600,26300,5700000,6387,179400.0,21200.0,288.0,6752375698511514885,4,3,3,4,3,1,,,,3,2,2,2,3,1,,7,7,4,4,4,4
2107,2019-11-11 03:36:11,5.992.996.549.537,38,ROXANNE,2100000,69300,80,1,884,4,689600.0,92700.0,1740.0,6757887801104010501,3,4,3,3,2,1,,,,2,3,3,4,1,1,,7,6,3,6,7,2
2130,2019-11-04 23:44:57,5.574.895.828.704,12,,514800,51800,38300,356,237200,456,253700.0,37400.0,368.0,6755601706647620870,1,2,2,2,1,1,,,,3,3,2,2,3,1,,3,4,2,5,4,4
2139,2019-11-15 10:51:20,9.112.873.795.949,14,,76000,4336,135,1,1356,13,6655.0,845.0,1573.0,6759484277387300098,2,1,2,3,1,1,,,,1,3,3,2,2,1,,3,5,2,6,5,3
2177,2019-12-30 11:05:18,5.422.336.549.537,14,Candy,1000000,147200,739,2,6696,8,15400.0,1061.0,1401.0,6776186716643413253,2,4,4,4,4,1,,,,1,2,4,3,2,1,,6,8,5,6,7,3
2190,2019-11-14 04:58:20,6.194.048.533.102,15,,461100,14800,781,3,6732,13,8540.0,836.0,1003.0,6759022214244257026,1,1,3,2,2,1,,,,2,3,2,1,2,1,,2,5,3,5,3,3
2198,2019-11-22 07:08:17,9.119.187.868.171,15,,2100000,91900,634,4,5078,32,1792.0,198.0,961.0,6762024385722240258,1,1,2,3,1,1,,,,2,1,2,2,1,1,,2,5,2,3,4,2
2244,2019-11-27 21:47:51,3.170.794.179.282,15,I Will Survive,21400000,2700000,128800,359,922200,1542,91700.0,25936.0,853.0,6764106491986283520,3,3,3,4,3,1,,,,3,1,4,2,2,1,,6,7,4,5,6,3
2265,2020-03-11 06:48:38,5.050.625.724.306,14,,9300000,451000,19000,344,196600,366,23700.0,2284.0,45.02,6802838710090992898,2,2,2,3,1,1,,,,1,2,2,2,1,1,likely mirrored,4,5,2,4,4,2
2305,2020-01-17 04:55:03,8.478.428.371.875,9,Just Keep Goin',207100,12500,234,2,4109,4,6163.5,429.0,160.0,6782770832503524610,3,4,2,3,2,1,2 persons or a mirror effect,,,1,2,3,2,1,1,2 people,7,5,3,5,5,2
2310,2019-11-28 23:18:29,5.296.831.388.889,11,TikTokin',2100000,124500,59800,2368,575700,389,206700.0,22500.0,1327.0,6764500927413095685,2,2,3,2,2,1,,,,2,3,3,2,2,1,,4,5,3,6,5,3
2347,2019-12-02 14:37:13,5.298.364.673.843,12,,28300000,1600000,27300,116,456000,187,26550.0,2078.0,630.0,6765850944363138305,1,1,2,1,1,1,,,,1,2,3,3,1,1,,2,3,2,5,6,2
2367,2019-12-04 09:56:33,9.088.909.284.606,9,,89100,7672,190,2,2381,5,272050.0,40200.0,605.0,6766520771297807621,2,1,1,1,2,1,,,,2,2,3,2,2,1,,3,2,3,5,5,3
2371,2019-12-01 13:22:08,9.028.296.972.222,11,original sound - AMRUTHA CHOWDARY,138100000,4100000,4924,30,41700,58,37800.0,3165.0,949.0,6765460512147803393,1,2,2,1,1,0,,,,1,1,3,2,1,0,,3,3,1,4,5,1
2381,2019-11-15 09:31:35,6.171.821.576.042,14,,3200000,131100,595,0,5492,18,4602.0,440.5,1013.0,6759463722974006530,2,2,3,2,2,1,,,,1,3,3,2,2,1,,4,5,3,6,5,3
2390,2019-12-02 16:30:14,9.019.454.244.097,15,Lottery,26000,995,111,0,1421,0,10600.0,639.0,163.0,6765880068372712710,3,2,3,3,2,1,,,,3,1,1,1,1,1,,5,6,3,2,2,2
2510,2019-11-25 13:19:58,9.729.412.514.352,13,,11100000,214400,17700,46,69600,68,73000.0,6913.0,203.0,6763233431074721030,3,3,4,3,2,1,,,,1,2,2,1,1,1,,6,7,3,4,3,2
2599,2020-01-10 14:54:31,4.870.331.157.407,10,Woah,92600000,6600000,1931,25,56300,26,198100.0,20400.0,1539.0,6780327727443479813,2,1,2,2,1,1,,,,1,1,1,1,3,1,,3,4,2,2,2,4
2614,2020-02-27 13:43:27,8.873.269.677.199,15,,74100,4141,144,1,1201,1,12500.0,1246.5,925.0,6798121497576688898,3,4,3,3,2,1,,,,2,3,3,4,2,1,,7,6,3,6,7,3
2615,2019-11-19 14:30:15,6.129.756.528.125,15,,1200000,78200,6666,107,68900,115,69050.0,7127.0,178.0,6761025027451129089,2,2,2,2,1,1,,,,3,1,1,2,2,1,,4,4,2,2,3,3
2719,2020-02-18 13:18:48,7.891.642.252.894,12,Ayy Macarena,558100,19800,823,6,16100,4,8393.0,547.0,89.0,6794775382110342405,1,2,1,2,4,1,,,,1,3,1,1,1,1,,3,3,5,4,2,2
2739,2019-12-07 06:46:08,5.251.790.536.806,14,Fuck It up (feat. Yg),876000,28900,65900,1537,501700,594,713300.0,63850.0,185.0,6767584915929189637,3,2,2,3,3,0,second part of the video is not recognised,1,,,,,,,,unclear,5,5,3,0,0,0
2758,2019-12-06 11:31:34,8.983.788.799.653,15,YAAD PIYA KI AANE LAGI 2,13000000,1300000,606500,7414,7800000,867,1330.5,137.0,1475.0,6767287442815864066,1,1,3,3,1,1,,,,1,2,2,2,1,1,,2,6,2,4,4,2
2792,2019-11-28 18:46:38,9.078.033.340.509,10,Shake Dat (feat. Lil Jay),81600,16100,177,6,1673,4,14163.0,1268.5,710.0,6764430880531320070,2,2,3,4,2,1,,,,2,2,1,2,1,1,minimal repetition,4,7,3,3,3,2
2833,2020-04-20 12:53:01,4.600.370.650.463,14,,74000,3444,3182,11,42300,26,645.0,64.0,143.0,6817776021006241025,3,3,2,3,3,1,,,,3,2,4,5,3,1,,6,5,4,6,9,4
2862,2020-03-05 18:14:39,4.759.354.952.315,12,No Idea,1000000,147200,469,1,5834,8,10350.0,721.0,984.0,6800788984680238342,3,4,3,4,4,1,,,,1,1,2,2,1,1,,7,7,5,3,4,2
2863,2019-11-28 00:25:18,3.170.888.073.264,15,Chinese New Year,108100000,5500000,46600,101,355300,124,90300.0,6592.0,844.0,6764147062721268736,3,3,1,1,4,0,3 persons in the end?,,,3,3,1,1,4,0,inapplicable,6,2,4,4,2,4
2869,2019-12-09 04:39:06,4.770.968.258.681,15,,4300000,225000,3035,38,27500,29,412750.0,51517.5,"6,76E+195",6768294390684241157,3,4,2,3,3,1,,,,1,2,3,2,2,1,,7,5,4,5,5,3
2885,2019-12-24 17:28:19,8.680.921.090.509,11,Say So,7300000,98100,4056,32,33200,29,74200.0,5914.0,526.0,6774058913760398597,2,4,3,2,2,1,,,,2,2,3,3,1,0,,6,5,3,5,6,1
2949,2019-12-09 08:34:11,5.230.901.735.069,15,,98700,21600,11300,61,93100,99,366500.0,56100.0,687.0,6768354987954179329,2,1,2,1,2,1,,,,1,3,1,1,2,1,unclear at the end,3,3,3,4,2,3
2950,2019-12-05 06:51:41,4.810.004.320.023,18,Lip Gloss (Main Version),95400,8682,75800,1002,347800,103,347800.0,75800.0,317.0,6766844216862723333,3,2,1,2,3,1,group of people (5),,,3,2,4,5,3,1,more people,5,3,4,6,9,4
2959,2020-02-09 11:04:31,8.392.369.961.921,12,,918900,65600,146,0,1908,4,2048.0,129.0,965.0,6791401015250783493,2,1,2,3,1,1,,,,3,2,3,4,2,1,minimal repetition,3,5,2,5,7,3
2973,2019-12-12 13:17:56,5.199.341.078.009,14,Ghunghat 3,6400000,395400,11500,47,104000,34,104000.0,11500.0,420.0,6769541367434677506,2,1,3,2,1,1,,,,3,1,3,2,1,0,,3,5,2,4,5,1
2995,2020-01-02 11:25:51,8.628.640.248.032,12,,667400,32400,5774,22,23600,135,3009.0,425.0,336.0,6777305270201699586,2,3,2,3,3,1,,,,1,2,4,3,1,1,,5,5,4,6,7,2
3017,2019-12-25 20:04:27,5.767.420.142.245,15,Get Up (feat Chamillionaire),12900000,751100,70500,1080,494600,525,195900.0,26550.0,191.0,6774470235765361925,2,4,4,4,3,1,,,,2,3,5,3,2,0,,6,8,4,8,8,2
3088,2020-03-24 20:49:31,4.568.279.489.352,14,Lose Control,1000000,147200,379,4,4229,8,1841.0,146.0,1272.0,6807879516908834054,2,4,3,2,2,1,,,,1,2,4,4,2,1,,6,5,3,6,8,3
3164,2020-12-10 16:27:53,1.557.522.201.505,27,봉봉쇼콜라 (Bon Bon Chocolat),497300,17400,688,4,5587,52,3456.0,443.0,207.01,6904665322788293890,3,4,3,3,3,1,,,,2,1,4,4,2,1,,7,6,4,5,8,3
3170,2019-12-29 14:50:43,5.430.771.156.019,14,TOES,1000000,147200,239,0,3432,6,551716.0,63869.5,935.0,6775873724752170246,2,2,3,2,1,1,,,,2,2,4,3,1,1,,4,5,2,6,7,2
3178,2019-12-28 18:04:02,8.626.073.209.259,6,,2400000,183300,707,6,26000,5,15059.0,668.0,1411.0,6775552460695047429,1,2,1,1,3,1,,,,1,1,2,1,2,1,,3,2,4,3,3,3
3185,2019-12-27 10:50:16,8.770.941.699.653,11,Suicidal,13800,1424,27,0,184,0,1195.0,110.0,1116.0,6775069588511083782,3,3,2,2,4,1,,,,2,1,2,1,1,1,,6,4,5,3,3,2
3194,2019-12-20 13:37:29,5.118.767.106.713,14,,3200000,238000,2816,12,24100,24,6182.0,907.0,54.0,6772515084532010242,3,2,3,4,3,1,,,,2,3,5,4,3,1,,5,7,4,8,9,4
3218,2019-12-23 06:52:47,5.091.934.762.616,15,,6400000,354000,892,8,11000,11,7029.0,721.0,24.0,6773524050149903617,3,2,3,3,2,1,,,,3,2,4,2,2,1,,5,6,3,6,6,3
3291,2020-02-12 07:16:00,8.592.018.195.255,15,My Oh My,31300000,3300000,1837,15,25800,17,25800.0,1837.0,901.0,6792455323689995526,2,1,3,2,2,0,unclear/disruptions,,,1,1,2,1,1,1,a bit unclear,3,5,2,3,3,2
3311,2020-04-26 11:09:44,7.534.283.973.495,14,,3300000,357300,1294,4,8577,13,8577.0,912.0,142.0,6819975918807813381,3,3,4,3,3,1,,,,1,2,3,2,1,1,,6,7,4,5,5,2
3360,2020-06-12 05:40:33,7.017.601.629.745,14,Vaadi Vaadi Naattu Katta,5200000,252400,692,3,13700,27,5193.5,643.5,122.0,6837332077353061633,1,1,2,3,2,1,,,,3,1,2,2,1,0,,2,5,3,3,4,1
3372,2020-03-14 06:43:26,7.992.275.537.269,15,,1800000,100600,84,1,1229,6,3050.0,380.0,865.0,6803950623986339074,2,3,4,4,2,1,,,,1,2,2,2,1,1,,5,8,3,4,4,2
3390,2020-01-05 12:27:53,8.318.624.696.875,15,VIBEZ,65100000,593700,16000,201,79200,89,74300.0,3349.0,813.0,6778434495323376902,2,3,2,2,2,1,,,,2,3,4,3,1,1,,5,4,3,7,7,2
3419,2020-03-18 04:57:04,4.213.660.428.935,24,The Box,1100000000,45700000,713500,7629,7400000,2641,30150.0,2018.5,1127.0,6805407557377625350,4,4,2,3,4,1,,,,4,2,3,3,3,1,,8,5,5,5,6,4
3444,2020-01-19 22:15:00,5.406.490.256.481,12,SUGAR,166100,12800,31,0,223,3,10200.0,824.0,1302.0,6783781006554959109,4,5,2,3,2,0,,,,1,2,3,3,1,1,,9,5,2,5,6,2
3451,2020-02-01 12:05:46,5.144.139.376.736,14,Blueberry Faygo,9465,390,12,0,260,0,208.0,17.5,829.0,6788448115629280517,3,3,4,3,2,1,problems with skeleton recognition,,,1,1,2,1,1,1,a bit unclear,6,7,3,3,3,2
3474,2020-01-06 07:51:14,8.594.820.726.273,15,MUQABLA,14700,1307,121,3,1229,0,2080.0,168.0,537.0,6778734295046475009,1,2,4,3,1,1,,,,2,2,4,4,3,1,,3,7,2,6,8,4
3494,2020-04-10 19:33:31,7.340.326.255.787,15,Monster,1700000,167300,15000,366,309800,126,218250.0,14150.0,44.01,6814168384180063494,3,4,2,3,2,1,,,,4,1,2,2,3,1,,7,5,3,3,4,4
3526,2020-01-28 03:05:51,4.733.284.207.986,15,,80600,5368,1469,3,11400,0,20800.0,2525.0,622.0,6786824622877707522,1,2,3,2,1,1,,,,2,2,3,4,2,1,,3,5,2,5,7,3
3565,2019-12-29 00:07:49,9.024.036.088.194,9,All Dat,868000,14400,44,1,1004,2,1830.0,79.0,86.0,6775646200566664454,1,1,1,2,1,0,too short and problems with recognition,,,1,2,1,1,1,0,,2,3,1,3,2,1
3623,2020-02-21 02:39:25,8.103.947.137.269,12,Buttabomma,125000,16900,77,0,915,5,5124.0,688.0,230.0,6795723827549703425,2,2,3,2,1,1,,,,2,3,4,2,2,1,,4,5,2,7,6,3
3666,2020-01-20 17:25:42,4.807.354.714.468,6,,124300000,6100000,220300,6515,3400000,635,93700.0,9243.5,52.0,6784077539754216710,2,4,1,2,3,1,,,,3,1,1,1,2,1,,6,3,4,2,2,3
3683,2020-03-09 19:32:13,7.679.471.003.935,13,,378,57,11,0,92,0,14600.0,1585.5,96.01,6802293312305876229,2,3,2,3,1,1,,,,2,1,2,1,1,1,minimal repetition,5,5,2,3,3,2
3698,2020-03-03 03:35:28,8.101.598.479.398,12,,8975,676,13,0,80,0,6010.5,916.0,448.0,6799820232258112774,2,1,2,2,1,1,,,,1,1,1,1,1,1,background person,3,4,2,2,2,2
3703,2020-04-04 18:11:51,7.414.650.472.917,13,Calabria 2007 (Radio Mix),133,18,13,0,552,0,113.0,18.0,23.0,6811920821104266502,3,3,2,3,2,1,,,,3,2,3,2,2,1,2 people,6,5,3,5,5,3
3717,2020-04-24 00:22:12,3.845.464.756.944,11,Золото - Rakurs & Ramirez Remix,1401,1093,4,1,99,0,5007.5,190.0,425.0,6819066832465579266,2,3,3,2,2,1,,,,3,1,2,2,1,0,,5,5,3,3,4,1
